Student_ID,10th_Score,12th_Score,UG_Score,Skills,Interests,Recommended_Career
S0222,86.28,82.38,71.11,"React,Node.js,MongoDB,Express,JavaScript","Frontend,Backend,Development,Problem Solving",Full Stack Developer
S0223,78.66,80.28,65.11,"Vue.js,Python,Django,PostgreSQL,Docker","Full Stack,Development,Design,Problem Solving",Full Stack Developer
S0224,84.75,79.52,72.49,"React,Django,PostgreSQL,Redis,Docker","Development,Architecture,Full Stack,Innovation",Full Stack Developer
S0225,93.02,89.88,87.67,"React,Node.js,GraphQL,PostgreSQL,Docker","Full Stack,Development,Design,Problem Solving",Full Stack Developer
S0226,95.25,87.13,78.89,"Vue.js,Node.js,MongoDB,Express","Full Stack,Development,Design,Problem Solving",Full Stack Developer
S0227,87.99,83.41,85.74,"Vue.js,Node.js,MongoDB,Express","Development,Architecture,Full Stack,Innovation",Full Stack Developer
S0228,83.02,91.47,85.49,"Vue.js,Node.js,MongoDB,Express","Development,Full Stack,API,Database",Full Stack Developer
S0229,91.58,87.21,79.72,"Vue.js,Node.js,MongoDB,Express","Development,Full Stack,API,Database",Full Stack Developer
S0230,83.8,87.11,80.28,"React,Django,PostgreSQL,Redis,Docker","Development,Full Stack,Problem Solving,Architecture",Full Stack Developer
S0231,90.71,84.07,87.55,"React,Django,PostgreSQL,Redis,Docker","Development,Architecture,Full Stack,Innovation",Full Stack Developer
S0232,89.34,76.13,78.31,"Vue.js,Python,Django,PostgreSQL,Docker","Development,Frontend,Backend,Database",Full Stack Developer
S0233,80.36,75.8,72.47,"React,Node.js,GraphQL,PostgreSQL,Docker","Development,Frontend,Backend,Database",Full Stack Developer
S0234,86.86,78.35,73.59,"React,Node.js,MongoDB,Express,JavaScript","Full Stack,Development,Design,Problem Solving",Full Stack Developer
S0235,84.12,75.51,79.88,"Angular,Java,Spring Boot,MySQL","Full Stack,Development,Design,Problem Solving",Full Stack Developer
S0236,74.74,72.41,69.26,"React,Django,PostgreSQL,Redis,Docker","Development,Full Stack,Problem Solving,Architecture",Full Stack Developer
S0237,87.63,90.7,78.88,"React,Django,PostgreSQL,Redis,Docker","Development,Full Stack,API,Database",Full Stack Developer
S0238,89.83,86.41,79.9,"React,Node.js,MongoDB,Express,JavaScript","Development,Full Stack,Problem Solving,Architecture",Full Stack Developer
S0239,86.02,91.29,91.71,"React,Django,PostgreSQL,Redis,Docker","Development,Full Stack,API,Database",Full Stack Developer
S0240,84.72,85.23,91.4,"React,Node.js,GraphQL,PostgreSQL,Docker","Development,Full Stack,API,Database",Full Stack Developer
S0241,84.8,73.21,68.66,"Vue.js,Python,Django,PostgreSQL,Docker","Development,Architecture,Full Stack,Innovation",Full Stack Developer
S0242,92.64,89.28,82.64,"React,Node.js,GraphQL,PostgreSQL,Docker","Development,Frontend,Backend,Database",Full Stack Developer
S0243,84.14,84.29,91.03,"React,Node.js,MongoDB,Express,JavaScript","Frontend,Backend,Development,Problem Solving",Full Stack Developer
S0244,92.51,79.16,88.5,"Angular,Node.js,PostgreSQL,TypeScript","Development,Frontend,Backend,Database",Full Stack Developer
S0245,93.86,91.36,86.91,"Vue.js,Node.js,MongoDB,Express","Development,Full Stack,Problem Solving,Architecture",Full Stack Developer
S0246,93.3,96.54,76.51,"Angular,Java,Spring Boot,MySQL","Development,Frontend,Backend,Database",Full Stack Developer
S0247,85.81,82.86,73.66,"Angular,Java,Spring Boot,MySQL","Development,Full Stack,Problem Solving,Architecture",Full Stack Developer
S0248,92.31,89.15,85.75,"Vue.js,Node.js,MongoDB,Express","Frontend,Backend,Development,Problem Solving",Full Stack Developer
S0249,91.82,89.57,85.85,"Vue.js,Node.js,MongoDB,Express","Full Stack,Development,Design,Problem Solving",Full Stack Developer
S0250,77.82,70.0,73.09,"Angular,Node.js,PostgreSQL,TypeScript","Development,Frontend,Backend,Database",Full Stack Developer
S0251,85.61,66.48,76.0,"SQL,Excel,Power BI,Tableau,JIRA","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0252,79.88,75.45,78.38,"SQL,Power BI,Agile,Stakeholder Management","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0253,82.78,71.65,82.42,"SQL,Excel,Business Intelligence,Requirements Analysis","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0254,78.02,74.62,74.56,"Excel,SQL,Visio,Business Process Modeling","Business,Analysis,Requirements,Strategy",Business Analyst
S0255,81.98,78.58,75.31,"SQL,Power BI,Agile,Stakeholder Management","Analysis,Business,Stakeholder Management",Business Analyst
S0256,84.12,73.02,79.13,"SQL,Power BI,Agile,Stakeholder Management","Requirements Analysis,Business,Documentation",Business Analyst
S0257,85.83,80.14,76.55,"SQL,Excel,Power BI,Tableau,JIRA","Business,Analysis,Requirements,Strategy",Business Analyst
S0258,88.07,81.98,82.77,"SQL,Power BI,Process Improvement,Documentation","Business,Analysis,Requirements,Strategy",Business Analyst
S0259,78.94,76.33,69.28,"Excel,SQL,Visio,Business Process Modeling","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0260,80.26,77.77,69.53,"SQL,Excel,Business Intelligence,Requirements Analysis","Business,Analysis,Requirements,Strategy",Business Analyst
S0261,76.92,76.42,74.78,"SQL,Power BI,Agile,Stakeholder Management","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0262,80.74,78.24,71.95,"SQL,Power BI,Agile,Stakeholder Management","Business,Analysis,Requirements,Strategy",Business Analyst
S0263,80.91,73.75,74.41,"Excel,SQL,Tableau,Project Management","Business Analysis,Requirements,Process Improvement",Business Analyst
S0264,88.23,75.71,68.92,"Excel,SQL,Visio,Business Process Modeling","Analysis,Business,Stakeholder Management",Business Analyst
S0265,87.48,71.95,83.41,"Excel,SQL,Visio,Business Process Modeling","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0266,77.86,78.35,68.89,"SQL,Power BI,Process Improvement,Documentation","Business,Analysis,Requirements,Strategy",Business Analyst
S0267,83.34,84.1,73.78,"SQL,Tableau,Agile,User Stories,JIRA","Business Analysis,Requirements,Process Improvement",Business Analyst
S0268,77.95,79.98,79.02,"Excel,SQL,Tableau,Project Management","Analysis,Business,Stakeholder Management",Business Analyst
S0269,82.26,83.89,66.71,"Excel,SQL,Visio,Business Process Modeling","Business Analysis,Requirements,Process Improvement",Business Analyst
S0270,79.79,77.3,71.44,"Excel,SQL,Visio,Business Process Modeling","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0271,92.38,83.8,81.47,"SQL,Tableau,Agile,User Stories,JIRA","Business Analysis,Strategy,Process,Reporting",Business Analyst
S0272,84.92,85.16,72.08,"SQL,Excel,Power BI,Tableau,JIRA","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0273,81.95,69.72,77.71,"Power BI,SQL,Excel,Data Analysis,Reporting","Business Analysis,Requirements,Process Improvement",Business Analyst
S0274,82.79,84.53,72.17,"SQL,Excel,Business Intelligence,Requirements Analysis","Business Analysis,Strategy,Process,Reporting",Business Analyst
S0275,80.54,83.13,78.85,"SQL,Tableau,Agile,User Stories,JIRA","Business Analysis,Strategy,Process,Reporting",Business Analyst
S0276,78.76,72.75,80.16,"SQL,Excel,Power BI,Tableau,JIRA","Requirements Analysis,Business,Documentation",Business Analyst
S0277,74.87,72.62,73.07,"SQL,Excel,Power BI,Tableau,JIRA","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0278,87.05,76.15,75.48,"Excel,SQL,Tableau,Project Management","Business Analysis,Strategy,Process,Reporting",Business Analyst
S0279,77.93,81.9,74.76,"SQL,Excel,Business Intelligence,Requirements Analysis","Requirements Analysis,Business,Documentation",Business Analyst
S0280,82.91,77.03,78.86,"Power BI,SQL,Excel,Data Analysis,Reporting","Analysis,Business,Stakeholder Management",Business Analyst
S0281,86.22,94.86,86.69,"SQL,Tableau,Agile,User Stories,JIRA","Business Analysis,Requirements,Process Improvement",Business Analyst
S0282,80.87,79.14,72.94,"SQL,Excel,Business Intelligence,Requirements Analysis","Business,Analysis,Requirements,Strategy",Business Analyst
S0283,86.26,77.92,73.68,"SQL,Excel,Business Intelligence,Requirements Analysis","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0284,82.8,77.27,76.99,"Excel,SQL,Visio,Business Process Modeling","Business,Analysis,Requirements,Strategy",Business Analyst
S0285,89.82,83.61,83.41,"Power BI,SQL,Excel,Data Analysis,Reporting","Requirements Analysis,Business,Documentation",Business Analyst
S0286,78.21,72.3,82.25,"SQL,Excel,Power BI,Tableau,JIRA","Requirements Analysis,Business,Documentation",Business Analyst
S0287,90.04,82.39,85.06,"SQL,Excel,Power BI,Tableau,JIRA","Business Analysis,Requirements,Process Improvement",Business Analyst
S0288,78.42,82.64,75.34,"SQL,Power BI,Agile,Stakeholder Management","Business Analysis,Requirements,Process Improvement",Business Analyst
S0289,78.52,82.89,79.49,"Power BI,SQL,Excel,Data Analysis,Reporting","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0290,76.59,83.25,81.57,"SQL,Power BI,Agile,Stakeholder Management","Business Analysis,Strategy,Process,Reporting",Business Analyst
S0291,91.57,94.17,81.23,"SQL,Tableau,Agile,User Stories,JIRA","Requirements Analysis,Business,Documentation",Business Analyst
S0292,89.17,80.97,90.54,"SQL,Excel,Power BI,Tableau,JIRA","Business Analysis,Requirements,Process Improvement",Business Analyst
S0293,87.88,86.72,77.85,"Power BI,SQL,Excel,Data Analysis,Reporting","Requirements Analysis,Business,Documentation",Business Analyst
S0294,86.47,74.68,76.8,"SQL,Power BI,Agile,Stakeholder Management","Business Analysis,Strategy,Process,Reporting",Business Analyst
S0295,79.28,80.29,75.34,"SQL,Excel,Business Intelligence,Requirements Analysis","Analysis,Business,Stakeholder Management",Business Analyst
S0296,90.8,81.95,82.44,"SQL,Excel,Business Intelligence,Requirements Analysis","Business,Analysis,Requirements,Strategy",Business Analyst
S0297,76.67,79.73,77.7,"SQL,Tableau,Agile,User Stories,JIRA","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0298,81.32,84.51,80.3,"SQL,Power BI,Agile,Stakeholder Management","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0299,82.69,76.26,75.34,"Excel,SQL,Tableau,Project Management","Business,Strategy,Analysis,Problem Solving",Business Analyst
S0300,77.32,74.48,79.21,"Power BI,SQL,Excel,Data Analysis,Reporting","Business,Analysis,Requirements,Strategy",Business Analyst
S0301,83.91,77.44,75.05,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0302,100.0,89.12,96.14,"Python,ML,Deep Learning,TensorFlow","Research,Innovation",AI Research Scientist
S0303,88.96,76.9,74.82,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0304,92.11,85.06,81.18,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0305,91.0,88.84,79.31,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0306,98.93,84.95,86.44,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0307,81.06,77.88,83.33,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0308,92.45,87.95,77.66,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0309,98.42,84.31,91.34,"Python,ML,Deep Learning,TensorFlow","Research,Innovation",AI Research Scientist
S0310,88.88,87.17,78.03,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0311,92.88,85.98,76.8,"Python,SQL,Apache Spark,Hadoop","Development,Big Data",AI Research Scientist
S0312,82.16,88.33,81.38,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0313,90.32,84.51,80.37,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0314,86.45,74.41,71.43,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0315,90.32,80.85,81.93,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0316,86.94,86.27,78.71,"Python,SQL,Apache Spark,Hadoop","Development,Big Data",AI Research Scientist
S0317,85.35,78.37,78.58,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0318,97.91,99.42,90.13,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0319,84.35,85.12,83.63,"Python,SQL,Apache Spark,Hadoop","Development,Big Data",AI Research Scientist
S0320,83.72,87.96,80.43,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0321,83.45,91.66,80.03,"Python,SQL,Apache Spark,Hadoop","Development,Big Data",AI Research Scientist
S0322,77.43,77.36,71.07,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0323,85.13,77.7,74.72,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0324,100.0,93.97,89.14,"Python,ML,Deep Learning,TensorFlow","Research,Innovation",AI Research Scientist
S0325,91.18,85.26,79.04,"Python,SQL,Apache Spark,Hadoop","Development,Big Data",AI Research Scientist
S0326,89.93,92.19,89.3,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0327,99.31,89.9,87.2,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0328,85.19,91.59,93.15,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0329,88.54,81.96,78.08,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0330,85.15,82.14,70.71,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0331,90.84,82.39,80.7,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0332,91.69,92.08,83.65,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0333,92.25,90.51,83.61,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0334,76.97,86.46,77.44,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0335,76.48,81.26,74.01,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0336,86.36,76.75,75.01,"Python,Flask,SQLAlchemy,Redis","Development,Backend",AI Research Scientist
S0337,92.63,88.74,82.99,"Python,SQL,Apache Spark,Hadoop","Development,Big Data",AI Research Scientist
S0338,97.13,88.41,87.95,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0339,95.85,88.23,85.99,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0340,93.02,80.6,74.27,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0341,98.44,89.89,92.4,"Python,ML,Deep Learning,TensorFlow","Research,Innovation",AI Research Scientist
S0342,82.16,83.43,82.28,"Python,SQL,Apache Spark,Hadoop","Development,Big Data",AI Research Scientist
S0343,89.11,83.97,84.63,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0344,99.92,89.82,82.64,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0345,98.24,83.67,79.08,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0346,97.32,87.04,87.88,"Python,ML,Deep Learning,Computer Vision","Research,Innovation",AI Research Scientist
S0347,87.92,75.91,74.7,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0348,98.14,87.79,92.86,"Python,ML,Deep Learning,TensorFlow","Research,Innovation",AI Research Scientist
S0349,90.1,83.9,79.03,"Python,SQL,Apache Beam,Streaming Analytics","Development,Big Data",AI Research Scientist
S0350,86.21,90.38,87.6,"Python,ML,Deep Learning,TensorFlow","Research,Innovation",AI Research Scientist
S0351,81.94,86.39,67.83,"HTML,CSS,JavaScript,Svelte,Node.js","Web Development,Design,User Experience",Web Developer
S0352,89.18,95.68,82.12,"HTML,CSS,JavaScript,jQuery,Bootstrap","Design,Development,Web,User Experience",Web Developer
S0353,79.9,80.89,83.21,"HTML,CSS,JavaScript,React,Node.js","Web Development,Design,User Experience",Web Developer
S0354,86.13,76.72,82.86,"PHP,MySQL,JavaScript,WordPress,CSS","Design,Development,Web,User Experience",Web Developer
S0355,86.49,86.46,85.13,"HTML,CSS,JavaScript,Svelte,Node.js","Web Development,Design,User Experience",Web Developer
S0356,89.05,86.15,79.71,"HTML,CSS,JavaScript,Angular,TypeScript","Design,Development,Web,User Experience",Web Developer
S0357,83.8,81.59,75.53,"HTML,CSS,JavaScript,React,Redux","Web Development,Design,User Experience",Web Developer
S0358,85.3,81.65,87.35,"HTML,CSS,JavaScript,React,Redux","Development,UI Design,Frontend,Responsive",Web Developer
S0359,89.37,83.87,84.14,"HTML,CSS,JavaScript,Next.js,React","Development,Design,UI/UX,Frontend",Web Developer
S0360,86.91,83.33,75.45,"HTML,CSS,JavaScript,Angular,TypeScript","Design,Development,Web,User Experience",Web Developer
S0361,79.47,79.41,79.05,"HTML,CSS,JavaScript,React,Redux","Web Design,Development,Creativity,User Experience",Web Developer
S0362,83.85,94.56,81.16,"HTML,CSS,JavaScript,Svelte,Node.js","Web Design,Development,Creativity,User Experience",Web Developer
S0363,84.46,91.52,75.84,"HTML,CSS,JavaScript,Next.js,React","Development,UI Design,Frontend,Responsive",Web Developer
S0364,86.25,86.23,75.55,"HTML,CSS,JavaScript,Vue.js,Firebase","Development,Design,UI/UX,Frontend",Web Developer
S0365,89.26,85.64,89.85,"HTML,CSS,JavaScript,Next.js,React","Web Design,Development,Creativity,User Experience",Web Developer
S0366,73.49,77.24,79.2,"HTML,CSS,JavaScript,React,Node.js","Development,Frontend,Design,Innovation",Web Developer
S0367,74.11,76.35,73.86,"HTML,CSS,JavaScript,React,Node.js","Web Design,Development,Creativity,User Experience",Web Developer
S0368,83.33,89.57,78.41,"HTML,CSS,JavaScript,jQuery,Bootstrap","Design,Development,Web,User Experience",Web Developer
S0369,83.24,84.59,73.31,"HTML,CSS,JavaScript,React,Node.js","Web Design,Development,Creativity,User Experience",Web Developer
S0370,83.0,78.43,79.29,"HTML,CSS,JavaScript,jQuery,Bootstrap","Web Design,Development,Creativity,User Experience",Web Developer
S0371,90.18,80.29,84.39,"HTML,CSS,JavaScript,React,Node.js","Web Design,Development,Creativity,User Experience",Web Developer
S0372,72.83,79.82,77.51,"HTML,CSS,JavaScript,Next.js,React","Development,Frontend,Design,Innovation",Web Developer
S0373,85.55,81.88,72.42,"PHP,MySQL,JavaScript,WordPress,CSS","Development,Design,UI/UX,Frontend",Web Developer
S0374,83.74,77.51,71.26,"PHP,MySQL,JavaScript,WordPress,CSS","Web Development,Design,User Experience",Web Developer
S0375,78.47,75.68,71.03,"HTML,CSS,JavaScript,Vue.js,Firebase","Development,UI Design,Frontend,Responsive",Web Developer
S0376,74.24,75.84,70.13,"HTML,CSS,JavaScript,Svelte,Node.js","Development,Design,UI/UX,Frontend",Web Developer
S0377,88.66,76.86,81.21,"HTML,CSS,JavaScript,jQuery,Bootstrap","Web Development,Design,User Experience",Web Developer
S0378,86.94,82.92,92.69,"HTML,CSS,JavaScript,Vue.js,Firebase","Web Development,Design,User Experience",Web Developer
S0379,85.93,84.92,70.37,"HTML,CSS,JavaScript,Vue.js,Firebase","Development,UI Design,Frontend,Responsive",Web Developer
S0380,79.56,91.58,76.53,"PHP,MySQL,JavaScript,WordPress,CSS","Development,Design,UI/UX,Frontend",Web Developer
S0381,75.16,75.98,76.84,"HTML,CSS,JavaScript,jQuery,Bootstrap","Development,Frontend,Design,Innovation",Web Developer
S0382,86.19,78.17,74.84,"HTML,CSS,JavaScript,Vue.js,Firebase","Development,Design,UI/UX,Frontend",Web Developer
S0383,79.43,75.74,76.2,"HTML,CSS,JavaScript,Angular,TypeScript","Web Design,Development,Creativity,User Experience",Web Developer
S0384,82.14,80.71,81.59,"HTML,CSS,JavaScript,React,Node.js","Web Development,Design,User Experience",Web Developer
S0385,91.02,88.59,76.6,"PHP,MySQL,JavaScript,WordPress,CSS","Web Design,Development,Creativity,User Experience",Web Developer
S0386,82.06,77.99,76.09,"HTML,CSS,JavaScript,Vue.js,Firebase","Development,Frontend,Design,Innovation",Web Developer
S0387,81.4,84.02,75.12,"HTML,CSS,JavaScript,Next.js,React","Development,UI Design,Frontend,Responsive",Web Developer
S0388,88.98,85.47,77.18,"HTML,CSS,JavaScript,Svelte,Node.js","Development,Design,UI/UX,Frontend",Web Developer
S0389,77.53,74.16,80.87,"HTML,CSS,JavaScript,Angular,TypeScript","Development,Frontend,Design,Innovation",Web Developer
S0390,85.09,85.37,82.73,"HTML,CSS,JavaScript,jQuery,Bootstrap","Development,Design,UI/UX,Frontend",Web Developer
S0391,84.55,69.87,82.61,"HTML,CSS,JavaScript,React,Node.js","Design,Development,Web,User Experience",Web Developer
S0392,82.67,76.56,79.32,"HTML,CSS,JavaScript,Svelte,Node.js","Development,UI Design,Frontend,Responsive",Web Developer
S0393,92.71,91.75,88.51,"HTML,CSS,JavaScript,Next.js,React","Development,UI Design,Frontend,Responsive",Web Developer
S0394,86.45,80.47,84.94,"HTML,CSS,JavaScript,jQuery,Bootstrap","Web Design,Development,Creativity,User Experience",Web Developer
S0395,89.27,82.71,82.92,"HTML,CSS,JavaScript,Svelte,Node.js","Development,Frontend,Design,Innovation",Web Developer
S0396,84.98,74.98,78.76,"HTML,CSS,JavaScript,Angular,TypeScript","Web Development,Design,User Experience",Web Developer
S0397,76.6,73.79,74.16,"HTML,CSS,JavaScript,React,Redux","Web Design,Development,Creativity,User Experience",Web Developer
S0398,80.52,80.77,75.97,"HTML,CSS,JavaScript,React,Node.js","Design,Development,Web,User Experience",Web Developer
S0399,87.39,81.97,73.04,"HTML,CSS,JavaScript,Next.js,React","Development,Design,UI/UX,Frontend",Web Developer
S0400,90.97,80.52,82.59,"HTML,CSS,JavaScript,Angular,TypeScript","Development,Frontend,Design,Innovation",Web Developer
S0401,79.26,71.46,75.94,"Java,Spring,Microservices,Docker","Development,DevOps",Data Engineer
S0402,85.23,81.17,81.55,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0403,87.18,88.02,84.01,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0404,91.75,86.42,77.77,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0405,89.05,86.37,80.17,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0406,88.32,78.67,77.77,"Java,Spring Boot,Distributed Systems","Development,Backend",Data Engineer
S0407,92.84,81.67,85.44,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0408,77.05,83.96,78.63,"Java,Spring,Microservices,Docker","Development,DevOps",Data Engineer
S0409,91.97,81.27,81.74,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0410,92.53,76.9,72.3,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0411,91.43,85.4,82.16,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0412,85.86,91.2,84.92,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0413,87.17,87.1,86.17,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0414,89.2,84.69,81.56,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0415,94.54,87.26,78.37,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0416,92.55,84.22,77.42,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0417,87.13,78.6,84.58,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0418,90.19,84.45,79.06,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0419,88.01,86.47,80.78,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0420,94.03,86.74,75.77,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0421,87.04,80.58,81.94,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0422,91.91,88.41,90.35,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0423,93.66,78.85,84.8,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0424,83.41,85.07,86.25,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0425,80.92,81.82,80.7,"Java,Spring Boot,Distributed Systems","Development,Backend",Data Engineer
S0426,90.15,80.82,80.45,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0427,95.17,83.45,82.95,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0428,83.9,93.1,81.84,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0429,86.19,80.0,79.96,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0430,89.52,92.99,80.46,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0431,93.53,87.02,82.15,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0432,76.89,82.22,80.53,"Java,Spring Boot,Distributed Systems","Development,Backend",Data Engineer
S0433,82.81,72.58,77.31,"Java,Spring,Microservices,Docker","Development,DevOps",Data Engineer
S0434,84.12,74.22,65.5,"Java,Spring,Microservices,Docker","Development,DevOps",Data Engineer
S0435,85.53,89.35,81.92,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0436,93.51,86.33,82.88,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0437,86.56,82.18,79.57,"Java,Spring Boot,Distributed Systems","Development,Backend",Data Engineer
S0438,84.25,84.91,83.87,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0439,84.16,85.84,82.03,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0440,86.96,78.29,75.92,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0441,81.22,81.6,68.89,"Java,Spring,Microservices,Docker","Development,DevOps",Data Engineer
S0442,83.17,72.63,77.18,"Java,Spring,Microservices,Docker","Development,DevOps",Data Engineer
S0443,80.53,95.56,79.04,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0444,89.23,93.07,79.95,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0445,94.78,88.71,75.87,"Python,ML,Cloud Computing,MLflow","Development,ML",Data Engineer
S0446,86.03,87.34,79.22,"Python,SQL,Tableau,Statistics","Analysis,Visualization",Data Engineer
S0447,84.62,78.99,77.73,"Java,Spring,Microservices,Docker","Development,DevOps",Data Engineer
S0448,88.08,85.48,80.77,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0449,94.64,83.73,79.36,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0450,91.23,78.13,75.43,"Python,SQL,Apache Iceberg,Data Lake","Development,Data",Data Engineer
S0451,83.78,74.83,74.0,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0452,88.69,91.21,81.11,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
S0453,85.79,83.24,80.5,"Python,SQL,Apache Pinot,Real-time BI","Development,BI",ML Engineer
S0454,91.21,89.75,81.03,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0455,78.6,77.14,73.75,"HTML,CSS,JavaScript,Next.js","Design,Development",ML Engineer
S0456,74.33,80.64,71.24,"HTML,CSS,JavaScript,Next.js","Design,Development",ML Engineer
S0457,91.48,88.21,81.26,"Python,ML,Cloud Computing,AWS","Development,Cloud",ML Engineer
S0458,90.32,85.23,74.45,"Python,SQL,Power BI,Tableau","Analysis,Visualization",ML Engineer
